url,length_mi,elevation_gain_ft,estimated_time,route_type,description
https://www.alltrails.com/trail/us/arizona/doe-mountain-loop-trail,2.4,620,,loop,"The Doe Mountain Trail offers stunning scenery, with some challenging and interesting terrain, and breathtaking panoramic views from atop a mesa. From this trail, you can see Bear, Maroon, and Wilson Mountains, as well as Secret Canyons, Chimney Rock, and the Cockscomb. On a clear day, you can even catch a glimpse of Sedona in the distance, along with Munds Mountain and Sycamore Pass."
https://www.alltrails.com/trail/us/arizona/gibbon-mountain-trail,7.9,3520,,out & back,"This trail begins about 100 yards past the end of the pavement on Bowes road. Park where you can on the slope south of the gate. The trail starts to the left of the gate and goes up to the ridge. The trail fades away after an hour or so, but just stick to the ridge until you approach the steep SW-facing slope of the first summit. Go right around a large outcrop, it'll be obvious. There are cairns at various points along that approach to the first summit that should help, especially in the descent, where it's easy to go wrong.  

Gibbon has two summits.The first one you reach after climbing that steep slope.   It's a large flat area with some cairns and a jar for signing in. That is not the true summit. The true summit you'll see to the east, about 10 minutes away.  It's smaller, but higher. There you will find an ammo box."
https://www.alltrails.com/trail/us/arizona/gibson-canyon-trail--2,3.9,1187,2.5–3hr,out & back,"Head out on this 3.9-mile out-and-back trail near Safford, Arizona. Generally considered a moderately challenging route, it takes an average of 2 h 22 min to complete. This trail is great for hiking, and it's unlikely you'll encounter many other people while exploring."
https://www.alltrails.com/trail/us/arizona/gooseneck-trail,14.6,715,5–5.5hr,out & back,"Experience this 14.6-mile out-and-back trail near Rio Verde, Arizona. Generally considered a moderately challenging route, it takes an average of 4 h 53 min to complete. This trail is great for hiking and running, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are November through April."
https://www.alltrails.com/trail/us/arizona/grand-canyon-greenway-trail,13.1,984,4.5–5hr,point to point,"This paved pathway for walking, running, or cycling is a great way to take in some of the sights at this popular destination. Stop and relax at some of the best lookout points and trailheads in the park.

Accessibility: There are 4 designated accessible spaces in the paved parking lot off Canyon Plaza Lane at the south end of the trail. All of them are van-accessible with striped access aisles. The trail surface is paved asphalt and smooth. It is typically at least 8 feet wide. 

The majority of the trail is estimated to be in the mostly gentle (5% or less) grade category but there are steeper sections at about 1.4, 2.5, and 4.3 miles when going north. Trail goers using wheelchairs/mobility equipment or strollers may need assistance in the steeper sections or to avoid them for safety."
https://www.alltrails.com/trail/us/arizona/hermit-trail,17.9,5213,,out & back,"This trail is named after Louis D. Boucher, the ""hermit"" of the Hermit Creek basin, who lived in this area for 20 years. This route is recommended for experienced hikers. Due to the challenging terrain and time required, it is not advisable to complete the entire route to the Colorado River and back in one day. The trail is very exposed and not suitable for hiking during the summer. This is a great option for a multi-day backpacking adventure that avoids the crowds and allows you to savor solitude in the canyon.

The route starts from the Hermit Trail access and connects with the Tonto Trail and Hermit Creek Trail, leading to the banks of the Colorado River. The trailhead is located just west of Hermits Rest. To reach the trailhead, follow the dirt road from the restrooms. Access to Hermit Road is limited to shuttle buses from March 1st to November 30th. During this time, there is no day parking for personal vehicles, and hikers must use the free shuttle bus to access the trailhead. However, backpackers with a valid backcountry permit for the Hermit or Boucher Trails are allowed parking access."
https://www.alltrails.com/trail/us/arizona/lime-kiln,18.2,1420,7–7.5hr,out & back,"This is a multi-directional trail that travels along some singletrack, dirt road, and wider trail sections. In addition to the elevation, the terrain poses technical challenges to mountain bikers. For riders, if you are only going the trail one way, start at the top and head down for a downhill-focused ride. This is a well-marked and maintained trail."
https://www.alltrails.com/trail/us/arizona/little-elephant-head,3.2,882,,out & back,"Explore this 3.2-mile out-and-back trail near Patagonia, Arizona. Generally considered a moderately challenging route. This trail is great for hiking, and it's unlikely you'll encounter many other people while exploring. The best times to visit this trail are October through April. Dogs are welcome and may be off-leash in some areas."
https://www.alltrails.com/trail/us/arizona/little-horse,4,541,1.5–2hr,out & back,"The Little Horse Trail is a part of the Bell Rock Pathway. To reach the destination, head south along the wide trail and take the old jeep road to the left at the fork marked with basket cairns. The road drops to cross a dry streambed, climbs a bit, and ends at the 0.75-mile point. From there, continue to the left on the trail, which climbs moderately and reaches a large, flat expanse. Turn right here and follow the level trail into a stand of Arizona cypress. The trail intersects Chapel Trail from the Chapel of the Holy Cross, near the ""Madonna and the Nuns"" spire rock formation. Keep going for a short while, passing the base of the knobs of Chicken Point on the left. Then, take the path to the left for a short climb onto the bare rock and enjoy the wonderful views. This point is used by jeep tours via Broken Arrow Road."
https://www.alltrails.com/trail/us/arizona/maverick-hill-trail-568,7,1571,4–4.5hr,out & back,"Try this 7.0-mile out-and-back trail near Duncan, Arizona. Generally considered a moderately challenging route, it takes an average of 3 h 40 min to complete. This trail is great for backpacking, camping, and hiking, and it's unlikely you'll encounter many other people while exploring. Dogs are welcome and may be off-leash in some areas."
https://www.alltrails.com/trail/us/arizona/oak-creek-path,1.5,95,0.5–1hr,out & back,"This trail may present some challenges as it consists of sandy and rocky terrain, with several parts overgrown. However, it runs parallel to the water, making it an excellent spot to bring your furry friends. The water level may vary due to the rain level. You can enjoy picturesque views of the forest, creek, and rec rock formations along the way."
https://www.alltrails.com/trail/us/arizona/old-man-corona-loop,6.4,1430,3.5–4hr,loop,"The Old Man Corona Loop highlights the preserve's diverse vegetation, hills, and ridges as it winds through a desert landscape. Clearly defined switchbacks lead up a steep hill to a ridge from which you can enjoy stunning views of the city and the preserve.

Be cautious of loose gravel on the steep inclines as you approach the switchbacks. Once you reach the ridge, you will be treated to a panoramic view of Eagle Pass and the surrounding desert terrain."
https://www.alltrails.com/trail/us/arizona/passey-loop-trail,3.2,347,1–1.5hr,loop,"This loop trail starts at the end of West Staggs Road in Sanctuary Cove and leads into Saguaro National Park. It offers stunning views of Safford Peak and Tucson. Due to limited shade along the route, wear sun protection and bring plenty of water. The trail is rocky, with numerous loose and embedded stones, so sturdy hiking shoes are highly recommended. Along the way, you'll be surrounded by beautiful desert scenery with a variety of unique wildlife and vegetation."
